record_id,timestamp_alert,kafka_transit_ms,inference_ms,end2end_ms,confidence
REC_9196,2026-05-10T16:50:43.707637,0.00,12.78,12.78,0.9064
REC_9203,2026-05-10T16:50:44.070804,3.88,15.41,19.29,0.9375
REC_9205,2026-05-10T16:50:44.171063,0.00,18.02,18.02,0.9256
REC_9206,2026-05-10T16:50:44.222678,0.00,16.08,18.64,0.9332
REC_9207,2026-05-10T16:50:44.271253,0.00,16.25,16.25,1.0000
REC_9209,2026-05-10T16:50:44.371599,0.00,15.04,15.04,0.9245
REC_9215,2026-05-10T16:50:44.672782,0.00,10.42,10.42,0.9130
REC_9218,2026-05-10T16:50:44.832646,2.04,15.90,17.95,0.9540
REC_9219,2026-05-10T16:50:44.881029,0.00,15.87,15.88,0.9977
REC_9224,2026-05-10T16:50:45.134490,2.94,12.86,15.80,0.7790
REC_9225,2026-05-10T16:50:45.182965,2.39,10.56,12.95,0.9897
REC_9226,2026-05-10T16:50:45.231992,0.00,11.08,11.08,0.7724
REC_9228,2026-05-10T16:50:45.327931,0.00,5.22,5.22,0.9976
REC_9233,2026-05-10T16:50:45.580841,0.00,4.03,4.03,0.7737
REC_9243,2026-05-10T16:50:46.095120,0.00,10.00,10.00,0.8954
REC_9246,2026-05-10T16:50:46.255338,1.76,15.87,17.63,0.9952
REC_9247,2026-05-10T16:50:46.303576,0.00,14.99,14.99,0.5405
REC_9251,2026-05-10T16:50:46.510348,0.00,17.91,17.91,0.9976
REC_9259,2026-05-10T16:50:46.919372,0.00,19.10,19.10,0.9995
REC_9261,2026-05-10T16:50:47.019456,0.00,17.16,17.16,0.9679
REC_9263,2026-05-10T16:50:47.121219,1.04,15.80,16.84,0.9305
REC_9267,2026-05-10T16:50:47.329394,0.00,21.96,21.96,0.7776
REC_9268,2026-05-10T16:50:47.379143,2.49,18.12,21.31,0.9510
REC_9269,2026-05-10T16:50:47.423722,0.00,15.06,15.06,0.9676
REC_9270,2026-05-10T16:50:47.471114,0.00,11.32,11.32,0.8100
REC_9272,2026-05-10T16:50:47.578501,0.00,16.61,16.61,0.9103
REC_9277,2026-05-10T16:50:47.846493,6.26,24.11,30.37,0.9919
REC_9285,2026-05-10T16:50:48.237996,0.00,14.32,14.32,0.9348
REC_9291,2026-05-10T16:50:48.543759,0.00,15.94,15.94,0.9766
REC_9292,2026-05-10T16:50:48.598217,1.02,18.27,19.28,0.8655
REC_9293,2026-05-10T16:50:48.640236,0.00,10.50,10.50,0.9800
REC_9297,2026-05-10T16:50:48.849126,0.00,16.14,16.14,0.9660
REC_9300,2026-05-10T16:50:48.993589,0.00,7.92,7.92,0.7420
REC_9304,2026-05-10T16:50:49.203093,0.00,13.44,13.44,0.9687
REC_9307,2026-05-10T16:50:49.348608,0.00,6.43,6.43,0.7190
REC_9310,2026-05-10T16:50:49.514773,0.00,20.04,20.04,0.9091
REC_9314,2026-05-10T16:50:49.714083,0.00,16.15,16.15,0.8583
REC_9315,2026-05-10T16:50:49.765871,0.00,17.42,17.42,0.9792
REC_9316,2026-05-10T16:50:49.810502,0.00,10.91,10.91,0.8996
REC_9325,2026-05-10T16:50:50.273301,0.00,15.93,15.93,0.9885
REC_9326,2026-05-10T16:50:50.321567,0.00,13.41,13.41,0.9895
REC_9333,2026-05-10T16:50:50.674951,0.00,11.11,11.11,0.6873
REC_9340,2026-05-10T16:50:51.029733,0.00,8.91,8.91,0.9773
REC_9343,2026-05-10T16:50:51.191705,1.06,17.46,18.52,0.9236
REC_9348,2026-05-10T16:50:51.431323,0.00,3.43,3.43,0.8055
REC_9353,2026-05-10T16:50:51.699568,0.00,16.65,16.65,0.9491
REC_9356,2026-05-10T16:50:51.856076,0.00,20.31,20.31,0.9257
REC_9358,2026-05-10T16:50:51.942286,0.00,4.72,4.72,0.9927
REC_9360,2026-05-10T16:50:52.054697,0.00,15.70,15.70,0.9549
REC_9367,2026-05-10T16:50:52.403414,0.00,9.94,9.94,0.7401
REC_9371,2026-05-10T16:50:52.612556,0.00,15.85,15.85,0.8900
REC_9374,2026-05-10T16:50:52.757619,0.00,8.56,8.56,0.9919
REC_9379,2026-05-10T16:50:53.023702,0.00,19.58,19.58,0.6823
REC_9381,2026-05-10T16:50:53.110363,0.00,4.58,4.58,0.9307
REC_9387,2026-05-10T16:50:53.414674,0.00,4.30,4.30,0.9924
REC_9390,2026-05-10T16:50:53.575152,0.00,12.86,12.86,0.9621
REC_9399,2026-05-10T16:50:54.043163,0.00,23.64,23.64,0.6350
REC_9406,2026-05-10T16:50:54.395608,0.00,19.77,19.77,0.9754
REC_9413,2026-05-10T16:50:54.765977,6.84,27.89,34.73,0.5969
REC_9414,2026-05-10T16:50:54.799875,1.75,16.05,17.80,0.9884
REC_9420,2026-05-10T16:50:55.103583,0.00,15.07,15.06,0.9618
REC_9421,2026-05-10T16:50:55.167252,0.00,28.08,28.08,0.5688
REC_9422,2026-05-10T16:50:55.199899,0.00,9.16,9.16,0.9793
REC_9423,2026-05-10T16:50:55.279675,6.12,31.98,38.11,0.8725
REC_9427,2026-05-10T16:50:55.471514,4.36,21.45,25.81,0.7867
REC_9432,2026-05-10T16:50:55.711207,0.00,10.14,10.14,0.8651
REC_9433,2026-05-10T16:50:55.759889,0.00,8.06,8.06,0.9284
REC_9444,2026-05-10T16:50:56.331317,2.25,17.50,20.32,0.9249
REC_9445,2026-05-10T16:50:56.397993,3.61,32.39,35.99,0.7809
REC_9455,2026-05-10T16:50:56.888634,0.00,18.36,18.36,0.9282
REC_9456,2026-05-10T16:50:56.939309,0.00,18.38,18.38,0.9681
REC_9457,2026-05-10T16:50:56.989424,1.79,15.75,17.54,0.7646
REC_9464,2026-05-10T16:50:57.341698,0.00,13.77,13.77,0.9630
REC_9466,2026-05-10T16:50:57.438534,0.00,9.05,9.05,0.9183
REC_9467,2026-05-10T16:50:57.487034,0.00,6.79,6.79,0.9555
REC_9476,2026-05-10T16:50:57.952817,0.00,15.60,15.60,0.9976
REC_9477,2026-05-10T16:50:58.008436,0.00,20.15,20.15,0.8026
REC_9481,2026-05-10T16:50:58.210153,2.05,16.09,18.13,0.9965
REC_9500,2026-05-10T16:50:59.171812,2.01,12.20,14.21,0.9447
REC_9501,2026-05-10T16:50:59.228634,1.05,18.91,19.97,0.9793
REC_9505,2026-05-10T16:50:59.425780,0.00,13.78,13.78,0.6835
REC_9507,2026-05-10T16:50:59.522686,0.00,8.86,8.87,0.9762
REC_9509,2026-05-10T16:50:59.619651,0.00,4.34,4.34,0.9887
REC_9511,2026-05-10T16:50:59.732861,0.00,15.82,15.82,0.9531
REC_9528,2026-05-10T16:51:00.599143,0.00,15.84,15.84,0.8268
REC_9539,2026-05-10T16:51:01.154120,2.01,9.62,11.63,0.8433
REC_9540,2026-05-10T16:51:01.227784,3.43,30.96,34.39,0.9440
REC_9551,2026-05-10T16:51:01.774426,0.00,19.10,19.10,0.9389
REC_9552,2026-05-10T16:51:01.819185,0.00,12.94,12.94,0.8994
REC_9554,2026-05-10T16:51:01.916496,0.00,8.55,8.55,0.8634
REC_9555,2026-05-10T16:51:01.964875,0.00,6.10,6.10,0.8562
REC_9556,2026-05-10T16:51:02.016774,0.00,4.26,6.85,0.8297
REC_9567,2026-05-10T16:51:02.575408,0.00,5.36,5.36,0.9923
REC_9570,2026-05-10T16:51:02.740498,0.00,17.24,17.24,0.9444
REC_9571,2026-05-10T16:51:02.785188,0.00,11.20,11.20,0.9849
REC_9573,2026-05-10T16:51:02.893735,0.00,18.45,18.45,0.9880
REC_9574,2026-05-10T16:51:02.945519,0.00,19.53,19.53,0.9661
REC_9575,2026-05-10T16:51:02.993827,1.51,15.79,17.30,0.9832
REC_9580,2026-05-10T16:51:03.263220,0.00,32.14,32.14,0.9443
REC_9583,2026-05-10T16:51:03.390487,0.00,5.49,5.49,0.9849
REC_9586,2026-05-10T16:51:03.548901,0.00,11.75,11.75,0.4860
REC_9597,2026-05-10T16:51:04.110430,0.00,13.53,13.53,0.9108
REC_9600,2026-05-10T16:51:04.255025,0.00,5.28,5.28,0.9118
REC_9604,2026-05-10T16:51:04.464550,1.84,9.30,11.15,0.9085
REC_9625,2026-05-10T16:51:05.541275,0.00,19.95,19.95,0.9725
REC_9627,2026-05-10T16:51:05.633431,0.00,10.11,10.11,0.9993
REC_9630,2026-05-10T16:51:05.789664,0.00,13.85,13.85,0.9429
REC_9633,2026-05-10T16:51:05.948110,4.55,16.02,20.58,0.9401
REC_9636,2026-05-10T16:51:06.091153,0.00,11.45,11.45,0.9571
REC_9662,2026-05-10T16:51:07.415656,0.00,16.00,16.00,0.9114
REC_9664,2026-05-10T16:51:07.521723,0.00,20.29,20.30,0.9899
REC_9665,2026-05-10T16:51:07.572012,2.28,17.52,19.80,0.5884
REC_9670,2026-05-10T16:51:07.813760,0.00,6.84,6.84,0.8524
REC_9680,2026-05-10T16:51:08.323598,0.00,8.36,8.36,0.9919
REC_9684,2026-05-10T16:51:08.537938,0.00,19.63,19.63,0.9488
REC_9687,2026-05-10T16:51:08.675944,0.00,5.00,5.00,0.9662
REC_9688,2026-05-10T16:51:08.739861,1.75,16.14,17.89,0.9605
REC_9691,2026-05-10T16:51:08.885036,0.00,9.90,9.90,0.8106
REC_9697,2026-05-10T16:51:09.190736,0.00,10.84,10.83,0.7797
REC_9699,2026-05-10T16:51:09.287824,0.00,5.86,5.86,0.9965
REC_9702,2026-05-10T16:51:09.448266,1.56,11.54,13.10,0.6837
REC_9703,2026-05-10T16:51:09.496700,0.00,10.63,10.63,0.7778
REC_9712,2026-05-10T16:51:09.961127,9.32,6.44,15.76,0.9329
REC_9715,2026-05-10T16:51:10.115090,0.00,17.32,17.32,0.8400
REC_9722,2026-05-10T16:51:10.470501,1.75,15.79,17.53,0.8802
REC_9723,2026-05-10T16:51:10.524424,0.00,20.47,20.47,0.9661
REC_9729,2026-05-10T16:51:10.823876,0.00,14.94,14.94,0.9601
REC_9733,2026-05-10T16:51:11.015886,0.00,3.64,3.64,0.9373
REC_9737,2026-05-10T16:51:11.225251,0.00,9.10,9.10,0.9903
REC_9742,2026-05-10T16:51:11.481959,0.00,11.96,11.96,0.9874
REC_9757,2026-05-10T16:51:12.247889,0.00,16.76,16.76,0.7878
REC_9765,2026-05-10T16:51:12.655235,1.75,16.09,17.84,0.9587
REC_9767,2026-05-10T16:51:12.751658,0.00,12.90,12.90,0.5286
REC_9773,2026-05-10T16:51:13.056482,0.00,12.71,12.71,0.9113
REC_9781,2026-05-10T16:51:13.459063,2.60,6.26,8.85,0.8492
REC_9784,2026-05-10T16:51:13.618139,0.00,15.52,15.52,0.9919
REC_9786,2026-05-10T16:51:13.713663,0.00,9.57,9.57,0.9782
REC_9787,2026-05-10T16:51:13.773662,2.01,17.03,19.04,0.9790
REC_9789,2026-05-10T16:51:13.872333,0.00,15.76,15.76,0.9826
REC_9792,2026-05-10T16:51:14.017011,0.00,7.64,7.64,0.9918
REC_9793,2026-05-10T16:51:14.065552,0.00,5.56,5.56,0.8804
REC_9794,2026-05-10T16:51:14.129881,0.00,19.05,19.05,0.9948
REC_9806,2026-05-10T16:51:14.743994,1.73,21.03,22.76,0.8591
REC_9813,2026-05-10T16:51:15.084464,0.00,7.84,7.84,0.5706
REC_9817,2026-05-10T16:51:15.293289,0.00,13.14,13.14,0.8681
REC_9820,2026-05-10T16:51:15.437186,0.00,4.57,4.57,0.6848
REC_9822,2026-05-10T16:51:15.553729,0.00,19.26,19.26,0.8328
REC_9824,2026-05-10T16:51:15.654090,0.00,18.25,18.25,0.8421
REC_9826,2026-05-10T16:51:15.756173,2.05,16.10,18.14,0.9801
REC_9828,2026-05-10T16:51:15.854307,0.00,15.33,15.32,0.8049
REC_9834,2026-05-10T16:51:16.155735,0.00,11.66,11.66,0.9307
REC_9838,2026-05-10T16:51:16.363621,0.00,15.81,15.81,0.9802
REC_9839,2026-05-10T16:51:16.411680,0.00,12.97,12.97,0.8685
REC_9848,2026-05-10T16:51:16.873529,2.35,16.13,18.48,0.6472
REC_9856,2026-05-10T16:51:17.269425,0.00,8.02,8.02,0.9841
REC_9858,2026-05-10T16:51:17.381005,2.16,16.05,18.21,0.5971
REC_9861,2026-05-10T16:51:17.537537,0.00,21.36,21.36,0.7914
REC_9870,2026-05-10T16:51:17.988402,0.00,13.46,13.46,0.9139
REC_9872,2026-05-10T16:51:18.084728,0.00,7.81,7.81,0.9976
REC_9884,2026-05-10T16:51:18.693033,0.00,6.67,6.67,0.9984
REC_9885,2026-05-10T16:51:18.756461,2.12,17.47,19.59,0.9949
REC_9892,2026-05-10T16:51:19.106691,0.00,13.34,13.34,0.9789
REC_9893,2026-05-10T16:51:19.163340,0.00,19.39,19.39,0.6502
REC_9896,2026-05-10T16:51:19.311453,0.00,15.37,15.37,0.9311
REC_9900,2026-05-10T16:51:19.517854,0.00,19.49,19.49,0.9928
REC_9901,2026-05-10T16:51:19.564894,0.00,15.92,15.92,0.7290
REC_9904,2026-05-10T16:51:19.707916,2.01,5.01,7.02,0.9529
REC_9906,2026-05-10T16:51:19.819487,1.75,15.82,17.56,0.9189
REC_9912,2026-05-10T16:51:20.121148,0.00,14.45,14.45,0.9910
REC_9917,2026-05-10T16:51:20.375978,0.00,16.00,16.00,0.9966
REC_9922,2026-05-10T16:51:20.631554,1.75,15.84,17.59,0.9732
REC_9924,2026-05-10T16:51:20.727737,0.00,11.66,11.66,0.9819
REC_9927,2026-05-10T16:51:20.872755,0.00,4.82,4.82,0.9726
REC_9928,2026-05-10T16:51:20.936421,1.79,16.00,17.79,0.4301
REC_9930,2026-05-10T16:51:21.038948,2.38,15.82,18.82,0.9510
REC_9933,2026-05-10T16:51:21.189359,1.77,15.33,17.11,0.9849
REC_9935,2026-05-10T16:51:21.286299,0.00,11.92,11.92,0.7382
REC_9937,2026-05-10T16:51:21.395838,0.00,19.70,19.70,0.9860
REC_9938,2026-05-10T16:51:21.450327,2.01,21.30,23.31,0.9895
REC_9939,2026-05-10T16:51:21.499557,2.36,18.90,21.87,0.9892
REC_9941,2026-05-10T16:51:21.598759,0.00,19.60,19.60,0.5066
REC_9950,2026-05-10T16:51:22.052773,0.00,15.99,15.99,0.9086
REC_9956,2026-05-10T16:51:22.362079,0.00,18.49,18.49,0.6780
REC_9965,2026-05-10T16:51:22.823224,0.00,22.16,22.16,0.9902
REC_9966,2026-05-10T16:51:22.871478,1.55,17.93,19.48,0.5517
REC_9967,2026-05-10T16:51:22.917172,0.00,14.37,14.36,1.0000
REC_9968,2026-05-10T16:51:22.971608,0.00,18.22,18.22,0.6635
REC_9973,2026-05-10T16:51:23.220836,0.00,12.79,12.79,0.9640
REC_9980,2026-05-10T16:51:23.572786,0.00,10.29,10.29,0.6937
REC_9989,2026-05-10T16:51:24.030261,0.00,11.21,11.21,0.8074
REC_9992,2026-05-10T16:51:24.175330,1.52,2.05,3.58,0.9897
REC_9994,2026-05-10T16:51:24.287195,0.00,14.03,14.03,0.9612
REC_9998,2026-05-10T16:51:24.494926,1.80,17.89,19.69,0.9646
REC_9999,2026-05-10T16:51:24.546825,1.01,19.96,20.97,0.9783
REC_10000,2026-05-10T16:51:24.603859,1.57,25.66,27.23,0.9974
REC_10005,2026-05-10T16:51:24.863554,0.00,23.18,23.18,0.8991
REC_10009,2026-05-10T16:51:25.058419,0.00,15.33,15.33,0.7781
REC_10011,2026-05-10T16:51:25.154861,0.00,10.32,10.32,0.9258
REC_10017,2026-05-10T16:51:25.457950,0.00,9.02,9.02,0.8250
REC_10019,2026-05-10T16:51:25.575448,1.54,23.43,24.98,0.9390
REC_10025,2026-05-10T16:51:25.868733,0.00,13.28,13.28,0.9820
REC_10026,2026-05-10T16:51:25.916409,0.00,6.52,10.34,0.9906
REC_10035,2026-05-10T16:51:26.377131,0.00,13.80,13.80,0.9363
REC_10041,2026-05-10T16:51:26.681281,0.00,12.71,12.71,0.9404
REC_10048,2026-05-10T16:51:27.033632,0.00,9.56,9.56,0.3651
REC_10049,2026-05-10T16:51:27.081357,0.00,3.56,6.11,0.9407
REC_10053,2026-05-10T16:51:27.289472,0.00,11.09,11.09,0.9525
REC_10054,2026-05-10T16:51:27.337541,0.00,8.50,8.50,0.9961
REC_10062,2026-05-10T16:51:27.753510,2.43,13.65,16.07,0.7202
REC_10068,2026-05-10T16:51:28.056000,0.00,12.74,12.74,0.9975
REC_10085,2026-05-10T16:51:28.917352,0.00,9.99,9.99,0.9660
REC_10096,2026-05-10T16:51:29.479050,0.00,13.14,13.15,0.9654
REC_10110,2026-05-10T16:51:30.195060,2.25,15.37,17.62,0.9995
REC_10113,2026-05-10T16:51:30.339630,0.00,9.88,9.88,0.5521
REC_10114,2026-05-10T16:51:30.387788,0.00,7.43,7.43,0.8007
REC_10121,2026-05-10T16:51:30.753786,1.75,15.89,17.64,0.9810
REC_10129,2026-05-10T16:51:31.154873,0.00,11.54,11.54,0.6156
REC_10138,2026-05-10T16:51:31.603916,0.00,3.73,3.73,0.9988
REC_10145,2026-05-10T16:51:31.971246,0.00,15.21,15.21,0.9797
REC_10151,2026-05-10T16:51:32.282226,0.00,21.54,21.54,0.9403
REC_10152,2026-05-10T16:51:32.332081,2.25,17.96,20.82,0.9625
REC_10154,2026-05-10T16:51:32.431253,1.55,16.45,18.00,0.9483
REC_10155,2026-05-10T16:51:32.478472,0.00,14.28,14.28,0.9976
REC_10159,2026-05-10T16:51:32.686406,2.39,15.80,18.19,0.9895
REC_10162,2026-05-10T16:51:32.827364,0.00,6.73,6.73,0.7711
REC_10164,2026-05-10T16:51:32.938010,0.00,15.90,15.90,0.9472
REC_10173,2026-05-10T16:51:33.397595,0.00,17.92,17.93,0.9127
REC_10181,2026-05-10T16:51:33.801057,0.00,15.36,15.36,0.8485
REC_10186,2026-05-10T16:51:34.057129,1.75,15.81,17.56,0.9699
REC_10187,2026-05-10T16:51:34.107607,0.00,17.62,17.62,0.9256
REC_10189,2026-05-10T16:51:34.210099,0.00,18.13,18.13,0.7256
REC_10192,2026-05-10T16:51:34.364248,1.54,17.81,19.35,0.8586
REC_10196,2026-05-10T16:51:34.571081,0.00,23.13,23.13,0.9832
REC_10200,2026-05-10T16:51:34.760040,0.00,7.04,7.04,0.7963
REC_10201,2026-05-10T16:51:34.808072,0.00,4.18,4.18,0.9853
REC_10202,2026-05-10T16:51:34.872188,1.05,16.14,17.19,0.9824
REC_10210,2026-05-10T16:51:35.268924,0.00,7.84,7.84,0.6311
REC_10219,2026-05-10T16:51:35.735764,1.75,16.00,17.75,0.9232
REC_10220,2026-05-10T16:51:35.783886,0.00,15.39,15.39,0.9719
REC_10224,2026-05-10T16:51:35.976107,0.00,4.67,4.67,0.8622
REC_10225,2026-05-10T16:51:36.039367,1.51,15.68,17.19,0.9879
REC_10239,2026-05-10T16:51:36.757538,2.01,24.47,26.49,0.9456
REC_10240,2026-05-10T16:51:36.806075,3.45,20.49,23.94,0.9242
REC_10241,2026-05-10T16:51:36.852715,2.81,16.80,19.61,0.8867
REC_10243,2026-05-10T16:51:36.947268,0.00,12.58,12.58,0.9437
REC_10249,2026-05-10T16:51:37.257476,2.44,14.07,17.05,0.9413
REC_10259,2026-05-10T16:51:37.753000,0.00,3.67,3.67,0.9921
REC_10262,2026-05-10T16:51:37.913506,0.00,7.87,10.43,0.9114
REC_10266,2026-05-10T16:51:38.121832,0.00,15.19,15.19,0.4860
REC_10276,2026-05-10T16:51:38.632687,1.75,15.84,17.59,0.9996
REC_10278,2026-05-10T16:51:38.728940,0.00,12.23,12.23,0.9248
REC_10283,2026-05-10T16:51:38.991043,0.00,19.73,19.73,0.9992
REC_10286,2026-05-10T16:51:39.141893,0.00,17.96,17.96,0.9271
REC_10288,2026-05-10T16:51:39.238452,0.00,12.46,12.46,0.7410
REC_10294,2026-05-10T16:51:39.537036,0.00,6.62,6.62,0.9401
REC_10295,2026-05-10T16:51:39.585146,0.00,4.20,4.20,0.7592
REC_10299,2026-05-10T16:51:39.793838,0.00,10.04,10.04,0.9826
REC_10302,2026-05-10T16:51:39.954063,10.54,7.06,17.61,0.6013
REC_10304,2026-05-10T16:51:40.050330,0.00,11.96,11.96,0.7821
REC_10308,2026-05-10T16:51:40.258778,1.51,15.79,17.30,0.9796
REC_10309,2026-05-10T16:51:40.307287,0.00,14.63,14.63,0.8648
REC_10318,2026-05-10T16:51:40.770109,0.00,18.58,18.58,0.8900
REC_10321,2026-05-10T16:51:40.921336,0.00,17.10,17.10,0.9631
REC_10328,2026-05-10T16:51:41.284840,0.00,24.06,24.06,0.9424
REC_10329,2026-05-10T16:51:41.333966,2.21,19.74,22.46,0.9995
REC_10332,2026-05-10T16:51:41.482670,0.00,18.44,18.44,0.9314
REC_10339,2026-05-10T16:51:41.838100,0.00,19.05,19.05,0.9711
REC_10340,2026-05-10T16:51:41.888113,0.00,15.95,18.57,0.8068
REC_10344,2026-05-10T16:51:42.079687,0.00,5.98,5.98,0.9673
REC_10350,2026-05-10T16:51:42.388769,0.00,11.10,11.10,0.9345
REC_10355,2026-05-10T16:51:42.640934,0.00,10.00,10.00,0.8163
REC_10359,2026-05-10T16:51:42.850235,0.00,15.87,15.87,0.7810
REC_10375,2026-05-10T16:51:43.662806,0.00,12.96,12.96,0.9847
REC_10383,2026-05-10T16:51:44.074940,2.01,15.13,17.88,0.9592
REC_10386,2026-05-10T16:51:44.223418,0.00,13.46,13.46,0.8069
REC_10389,2026-05-10T16:51:44.378860,1.05,15.80,16.84,0.9895
REC_10393,2026-05-10T16:51:44.586549,7.56,14.12,21.68,0.9009
REC_10396,2026-05-10T16:51:44.730496,0.00,13.06,13.06,0.9277
REC_10397,2026-05-10T16:51:44.778588,0.00,10.35,10.36,0.8726
REC_10408,2026-05-10T16:51:45.339403,0.00,10.96,10.96,0.9822
REC_10409,2026-05-10T16:51:45.398250,0.00,19.23,19.23,0.7918
REC_10413,2026-05-10T16:51:45.602654,0.00,19.33,19.33,0.9968
REC_10421,2026-05-10T16:51:46.007168,1.05,15.71,16.76,0.9235
REC_10429,2026-05-10T16:51:46.404107,0.00,6.29,6.29,0.9818
REC_10433,2026-05-10T16:51:46.613245,0.00,10.69,10.69,0.9253
REC_10434,2026-05-10T16:51:46.660524,0.00,7.06,7.06,0.9219
REC_10437,2026-05-10T16:51:46.819619,0.00,12.69,12.69,0.7306
REC_10441,2026-05-10T16:51:47.028016,1.75,15.81,17.56,0.9344
REC_10443,2026-05-10T16:51:47.129485,0.00,17.59,17.59,0.9822
REC_10445,2026-05-10T16:51:47.229856,0.00,15.92,15.92,0.9814
REC_10446,2026-05-10T16:51:47.268236,0.00,3.34,3.34,0.7137
REC_10451,2026-05-10T16:51:47.530321,0.00,11.31,11.31,0.9908
REC_10462,2026-05-10T16:51:48.099883,0.00,19.04,21.88,0.9727
REC_10468,2026-05-10T16:51:48.400918,2.05,15.85,17.89,0.9896
REC_10471,2026-05-10T16:51:48.542148,0.00,6.58,6.58,0.9661
REC_10479,2026-05-10T16:51:48.956314,0.00,13.88,13.88,0.9576
REC_10480,2026-05-10T16:51:49.004341,0.00,10.85,10.85,0.9566
REC_10481,2026-05-10T16:51:49.052688,0.00,8.38,8.38,0.8678
REC_10491,2026-05-10T16:51:49.562827,0.00,9.53,9.53,0.8847
REC_10492,2026-05-10T16:51:49.611129,0.00,7.09,7.09,0.6678
REC_10499,2026-05-10T16:51:49.976904,0.00,18.36,18.36,0.9929
REC_10505,2026-05-10T16:51:50.283546,0.00,19.22,19.22,0.4514
REC_10506,2026-05-10T16:51:50.336450,2.26,18.49,21.32,0.9517
REC_10512,2026-05-10T16:51:50.638542,0.00,15.89,15.89,0.8892
REC_10513,2026-05-10T16:51:50.694593,2.08,19.40,21.48,0.9574
REC_10516,2026-05-10T16:51:50.860683,0.00,35.78,35.78,0.9525
REC_10520,2026-05-10T16:51:51.052120,0.00,22.70,22.70,0.9662
REC_10525,2026-05-10T16:51:51.297280,0.00,13.07,13.07,0.9455
REC_10526,2026-05-10T16:51:51.344794,0.00,9.53,9.53,0.9392
REC_10534,2026-05-10T16:51:51.760575,1.56,16.07,17.63,0.9697
REC_10535,2026-05-10T16:51:51.808255,0.00,14.82,14.82,0.7539
REC_10539,2026-05-10T16:51:52.013861,0.00,17.39,17.39,0.7121
REC_10542,2026-05-10T16:51:52.158967,0.00,9.64,9.64,0.9669
REC_10544,2026-05-10T16:51:52.254412,0.00,3.55,3.55,0.9180
REC_10547,2026-05-10T16:51:52.414126,0.00,10.17,10.17,0.7107
REC_10548,2026-05-10T16:51:52.462419,0.00,7.63,7.63,0.9759
REC_10549,2026-05-10T16:51:52.525590,4.02,15.92,19.94,0.9598
REC_10550,2026-05-10T16:51:52.576626,2.23,17.42,20.26,0.7936
REC_10551,2026-05-10T16:51:52.619695,0.00,12.57,12.57,0.9589
REC_10552,2026-05-10T16:51:52.683890,0.00,26.21,26.21,0.8846
REC_10555,2026-05-10T16:51:52.830056,0.00,18.38,18.38,0.9611
REC_10561,2026-05-10T16:51:53.133485,0.00,16.33,16.33,0.6195
REC_10563,2026-05-10T16:51:53.225522,0.00,6.63,6.62,0.9465
REC_10564,2026-05-10T16:51:53.273871,0.00,4.15,4.15,0.9674
REC_10569,2026-05-10T16:51:53.529587,0.00,5.82,5.82,0.9584
REC_10572,2026-05-10T16:51:53.694997,0.00,18.56,18.56,0.9417
REC_10576,2026-05-10T16:51:53.895723,0.00,15.74,15.74,0.9714
REC_10578,2026-05-10T16:51:53.992802,0.00,11.08,11.08,0.8443
REC_10583,2026-05-10T16:51:54.249460,0.00,13.11,13.11,0.9263
REC_10585,2026-05-10T16:51:54.346046,0.00,8.44,8.44,0.9715
REC_10586,2026-05-10T16:51:54.394021,0.00,5.60,5.60,0.8434
REC_10589,2026-05-10T16:51:54.553646,0.00,12.72,12.72,0.9570
REC_10593,2026-05-10T16:51:54.759870,2.57,12.83,15.40,0.9244
REC_10596,2026-05-10T16:51:54.902129,0.00,5.19,5.19,0.9034
REC_10597,2026-05-10T16:51:54.966053,0.00,15.73,18.48,0.8515
REC_10601,2026-05-10T16:51:55.158007,0.00,6.69,6.69,0.8674
REC_10605,2026-05-10T16:51:55.372889,0.00,18.42,18.42,0.8054
REC_10608,2026-05-10T16:51:55.527031,0.00,19.90,19.90,0.9951
REC_10612,2026-05-10T16:51:55.727891,0.00,17.34,17.34,0.9374
REC_10616,2026-05-10T16:51:55.933035,0.00,18.49,18.49,0.8683
REC_10618,2026-05-10T16:51:56.033138,1.05,16.03,17.07,0.7791
REC_10623,2026-05-10T16:51:56.274173,0.00,3.64,3.64,0.9941
REC_10633,2026-05-10T16:51:56.786169,0.00,6.85,6.85,0.7002
REC_10635,2026-05-10T16:51:56.898915,1.75,15.67,17.41,0.9097
REC_10650,2026-05-10T16:51:57.662381,1.06,17.80,18.85,0.7420
REC_10654,2026-05-10T16:51:57.853809,0.00,6.64,6.64,0.9480
REC_10656,2026-05-10T16:51:57.964719,0.00,15.76,15.76,0.9335
REC_10661,2026-05-10T16:51:58.219337,0.00,15.97,15.97,0.9052
REC_10672,2026-05-10T16:51:58.779834,1.01,15.99,17.00,0.8349
REC_10674,2026-05-10T16:51:58.876010,0.00,11.47,11.47,0.9859
REC_10677,2026-05-10T16:51:59.036366,0.00,18.90,18.89,0.9862
REC_10678,2026-05-10T16:51:59.084348,0.00,15.85,15.85,0.5305
REC_10680,2026-05-10T16:51:59.180568,0.00,10.25,10.25,0.8899
REC_10685,2026-05-10T16:51:59.432887,0.00,8.54,8.54,0.9696
REC_10687,2026-05-10T16:51:59.544712,0.00,15.81,18.44,0.9014
REC_10691,2026-05-10T16:51:59.751594,2.34,19.81,22.73,0.9789
REC_10694,2026-05-10T16:51:59.892427,0.00,10.70,10.71,0.9303
