record_id,timestamp_alert,kafka_transit_ms,inference_ms,end2end_ms,confidence
REC_1045,2026-05-10T16:43:49.009761,0.00,5.17,5.17,0.6605
REC_1046,2026-05-10T16:43:49.076074,2.53,18.03,20.56,0.9967
REC_1047,2026-05-10T16:43:49.126074,3.05,16.95,20.00,0.9953
REC_1048,2026-05-10T16:43:49.181849,2.41,21.84,24.24,0.9964
REC_1049,2026-05-10T16:43:49.228350,3.05,17.00,20.05,0.9805
REC_1050,2026-05-10T16:43:49.278482,2.06,17.32,19.37,0.9689
REC_1051,2026-05-10T16:43:49.329760,2.01,16.85,19.86,0.8252
REC_1052,2026-05-10T16:43:49.380457,3.05,16.96,20.01,0.9426
REC_1053,2026-05-10T16:43:49.417754,0.00,6.34,6.34,0.9753
REC_1054,2026-05-10T16:43:49.481856,0.00,19.42,19.42,0.9820
REC_1056,2026-05-10T16:43:49.583250,0.00,19.12,19.12,0.8691
REC_1057,2026-05-10T16:43:49.625483,0.00,10.60,10.61,0.9798
REC_1058,2026-05-10T16:43:49.673765,0.00,7.86,7.86,0.9951
REC_1059,2026-05-10T16:43:49.721554,0.00,5.04,5.04,0.9774
REC_1060,2026-05-10T16:43:49.791905,2.52,22.10,24.62,0.9805
REC_1062,2026-05-10T16:43:49.884817,2.05,12.71,15.76,0.9577
REC_1063,2026-05-10T16:43:49.932063,0.00,12.34,12.34,0.9092
REC_1064,2026-05-10T16:43:49.982391,0.00,11.88,11.88,0.9509
REC_1065,2026-05-10T16:43:50.042896,0.00,21.51,21.51,0.9952
REC_1066,2026-05-10T16:43:50.092727,2.54,17.96,20.51,0.9575
REC_1067,2026-05-10T16:43:50.145744,0.00,22.64,22.64,0.8741
REC_1068,2026-05-10T16:43:50.182752,0.00,8.66,8.66,0.9465
REC_1069,2026-05-10T16:43:50.250317,0.00,25.31,25.31,0.9968
REC_1070,2026-05-10T16:43:50.293726,2.02,16.08,18.10,0.9874
REC_1071,2026-05-10T16:43:50.348040,0.00,21.92,21.92,0.9812
REC_1072,2026-05-10T16:43:50.384777,0.00,7.83,7.83,0.9019
REC_1073,2026-05-10T16:43:50.435490,3.05,4.99,8.04,0.9372
REC_1074,2026-05-10T16:43:50.499331,0.00,21.48,21.48,0.9963
REC_1075,2026-05-10T16:43:50.546760,2.37,15.89,18.26,0.9963
REC_1076,2026-05-10T16:43:50.610000,0.00,30.69,30.69,0.9661
REC_1077,2026-05-10T16:43:50.642235,0.00,11.45,11.45,0.9904
REC_1078,2026-05-10T16:43:50.689833,0.00,7.86,7.87,0.9736
REC_1079,2026-05-10T16:43:50.741862,0.00,8.78,8.78,0.9930
REC_1080,2026-05-10T16:43:50.801745,2.01,15.66,17.67,0.9626
REC_1081,2026-05-10T16:43:50.861108,0.00,26.36,26.36,0.9730
REC_1082,2026-05-10T16:43:50.915066,3.96,24.90,29.44,0.9194
REC_1083,2026-05-10T16:43:50.962032,2.86,22.07,25.51,0.9450
REC_1084,2026-05-10T16:43:51.006071,2.33,16.42,18.75,0.9662
REC_1085,2026-05-10T16:43:51.053500,0.67,15.07,15.74,0.9662
REC_1086,2026-05-10T16:43:51.108074,0.00,19.13,19.13,0.9824
REC_1087,2026-05-10T16:43:51.157670,0.00,17.63,17.63,0.9987
REC_1088,2026-05-10T16:43:51.211328,0.00,20.20,20.20,0.8690
REC_1089,2026-05-10T16:43:51.259494,0.00,17.39,17.39,0.9467
REC_1090,2026-05-10T16:43:51.311420,0.00,18.42,18.42,0.9760
REC_1091,2026-05-10T16:43:51.362919,0.00,18.68,18.68,0.9274
REC_1092,2026-05-10T16:43:51.413529,2.00,16.54,18.55,0.9499
REC_1093,2026-05-10T16:43:51.453484,0.00,7.68,7.68,0.9499
REC_1094,2026-05-10T16:43:51.511696,0.00,15.09,15.09,0.9962
REC_1095,2026-05-10T16:43:51.565339,1.79,15.75,17.55,1.0000
REC_1096,2026-05-10T16:43:51.613730,0.00,15.46,15.46,0.9943
REC_1097,2026-05-10T16:43:51.661818,0.00,12.45,12.45,0.9829
REC_1098,2026-05-10T16:43:51.712098,0.00,11.64,11.64,0.9841
REC_1099,2026-05-10T16:43:51.758753,0.00,7.39,7.39,0.9568
REC_1100,2026-05-10T16:43:51.812075,0.00,9.70,9.70,0.8035
REC_1101,2026-05-10T16:43:51.872314,0.00,16.16,19.15,0.9830
REC_1102,2026-05-10T16:43:51.920269,0.00,16.10,16.10,0.9313
REC_1103,2026-05-10T16:43:51.968391,0.00,12.96,12.96,0.9780
REC_1104,2026-05-10T16:43:52.024588,0.00,18.13,18.13,0.9669
REC_1105,2026-05-10T16:43:52.074789,0.00,17.42,17.42,0.9079
REC_1106,2026-05-10T16:43:52.112667,0.00,4.47,4.47,0.9997
REC_1107,2026-05-10T16:43:52.176569,1.79,15.87,17.66,0.9520
REC_1108,2026-05-10T16:43:52.230744,2.02,17.80,21.32,0.9883
REC_1110,2026-05-10T16:43:52.321423,5.84,4.75,10.59,0.5987
REC_1111,2026-05-10T16:43:52.369671,0.00,8.02,8.02,0.9727
REC_1112,2026-05-10T16:43:52.418364,0.52,5.46,5.98,0.9077
REC_1113,2026-05-10T16:43:52.482338,0.00,15.95,18.91,0.9697
REC_1114,2026-05-10T16:43:52.530277,0.00,16.01,16.01,0.9987
REC_1115,2026-05-10T16:43:52.578412,0.00,12.96,12.96,0.9071
REC_1116,2026-05-10T16:43:52.626587,0.00,9.97,9.97,0.9802
REC_1117,2026-05-10T16:43:52.675049,0.00,7.98,7.98,0.9716
REC_1118,2026-05-10T16:43:52.723754,0.00,5.96,5.96,0.8961
REC_1119,2026-05-10T16:43:52.788230,0.00,19.65,19.65,0.8953
REC_1120,2026-05-10T16:43:52.839375,0.00,19.80,19.80,0.9414
REC_1121,2026-05-10T16:43:52.890242,0.00,19.77,19.77,1.0000
REC_1122,2026-05-10T16:43:52.946604,0.00,25.65,25.65,0.9802
REC_1123,2026-05-10T16:43:52.978457,0.00,6.56,6.56,0.8962
REC_1124,2026-05-10T16:43:53.057938,5.63,29.79,35.42,0.8962
REC_1125,2026-05-10T16:43:53.094539,0.00,20.68,20.68,0.9931
REC_1127,2026-05-10T16:43:53.197060,4.00,17.31,21.88,0.8392
REC_1128,2026-05-10T16:43:53.244008,2.28,15.46,18.40,0.9271
REC_1129,2026-05-10T16:43:53.293487,0.00,17.10,17.10,0.9271
REC_1130,2026-05-10T16:43:53.340753,0.00,13.36,13.36,0.9406
REC_1131,2026-05-10T16:43:53.388520,0.00,10.57,10.57,0.9898
REC_1132,2026-05-10T16:43:53.436860,0.00,8.51,8.51,0.9905
REC_1133,2026-05-10T16:43:53.484193,0.00,4.90,4.90,1.0000
REC_1134,2026-05-10T16:43:53.548762,2.59,15.88,18.47,0.8371
REC_1135,2026-05-10T16:43:53.596811,0.00,15.69,15.69,0.9720
REC_1136,2026-05-10T16:43:53.644750,0.00,12.33,12.32,0.9552
REC_1137,2026-05-10T16:43:53.692824,0.00,9.68,9.68,0.9490
REC_1138,2026-05-10T16:43:53.741346,0.00,7.47,7.47,0.8731
REC_1139,2026-05-10T16:43:53.802909,0.00,17.90,17.90,0.9964
REC_1140,2026-05-10T16:43:53.851897,0.00,16.15,16.15,0.9801
REC_1141,2026-05-10T16:43:53.900246,0.33,12.80,13.12,0.9490
REC_1142,2026-05-10T16:43:53.948029,0.00,10.43,10.43,0.9639
REC_1143,2026-05-10T16:43:53.996176,0.00,7.55,7.55,0.8462
REC_1144,2026-05-10T16:43:54.044322,0.00,4.52,4.52,0.9962
REC_1145,2026-05-10T16:43:54.108658,1.75,16.14,17.89,0.6538
REC_1146,2026-05-10T16:43:54.157042,0.00,15.71,15.71,0.7014
REC_1147,2026-05-10T16:43:54.205130,0.00,12.50,12.50,0.9848
REC_1148,2026-05-10T16:43:54.253364,0.00,10.03,10.03,0.9818
REC_1149,2026-05-10T16:43:54.301661,0.00,7.30,7.30,0.9370
REC_1150,2026-05-10T16:43:54.350608,0.00,5.27,5.27,0.9097
REC_1151,2026-05-10T16:43:54.415333,2.91,16.16,19.07,0.9818
REC_1152,2026-05-10T16:43:54.462998,0.00,16.14,16.14,0.8833
REC_1153,2026-05-10T16:43:54.511543,0.00,13.84,13.84,0.9321
REC_1154,2026-05-10T16:43:54.559949,0.00,11.47,11.47,0.9871
REC_1155,2026-05-10T16:43:54.608285,0.00,8.76,8.76,0.9789
REC_1156,2026-05-10T16:43:54.671729,0.00,21.34,21.34,0.9853
REC_1157,2026-05-10T16:43:54.719252,2.01,15.83,17.84,0.9789
REC_1159,2026-05-10T16:43:54.815772,0.00,12.99,12.99,0.9614
REC_1160,2026-05-10T16:43:54.863908,0.00,10.16,10.16,0.8320
REC_1161,2026-05-10T16:43:54.923015,0.00,18.43,18.43,0.9964
REC_1162,2026-05-10T16:43:54.961150,0.00,5.62,5.62,0.9697
REC_1163,2026-05-10T16:43:55.024771,0.00,15.55,18.40,0.9998
REC_1164,2026-05-10T16:43:55.076977,0.00,19.85,19.85,0.8690
REC_1165,2026-05-10T16:43:55.127125,0.00,19.16,19.15,1.0000
REC_1166,2026-05-10T16:43:55.177512,0.00,18.63,18.63,1.0000
REC_1167,2026-05-10T16:43:55.229030,0.00,19.10,19.10,0.9776
REC_1168,2026-05-10T16:43:55.279703,0.00,17.87,17.86,0.9996
REC_1169,2026-05-10T16:43:55.329997,1.77,15.97,17.74,0.9702
REC_1170,2026-05-10T16:43:55.387768,3.07,21.54,24.61,0.9926
REC_1171,2026-05-10T16:43:55.439210,3.34,21.55,25.42,0.9997
REC_1172,2026-05-10T16:43:55.485764,2.77,18.03,21.38,0.9413
REC_1173,2026-05-10T16:43:55.550204,4.27,30.96,35.22,0.9927
REC_1174,2026-05-10T16:43:55.601691,7.71,27.93,35.64,0.9928
REC_1175,2026-05-10T16:43:55.655604,8.16,29.91,38.08,0.9928
REC_1176,2026-05-10T16:43:55.687520,0.00,18.59,18.59,0.8524
REC_1177,2026-05-10T16:43:55.725834,0.00,6.09,6.09,0.9872
REC_1178,2026-05-10T16:43:55.774630,0.00,3.98,3.98,0.5311
REC_1180,2026-05-10T16:43:55.887214,1.61,13.48,15.09,0.9702
REC_1181,2026-05-10T16:43:55.935717,3.52,9.66,13.18,0.9628
REC_1182,2026-05-10T16:43:56.015892,0.00,42.43,42.43,0.9997
REC_1183,2026-05-10T16:43:56.032051,1.55,5.80,7.35,0.9877
REC_1184,2026-05-10T16:43:56.080238,0.00,4.72,4.72,0.9827
REC_1185,2026-05-10T16:43:56.147512,1.79,19.39,21.18,0.5180
REC_1186,2026-05-10T16:43:56.197409,2.51,17.04,20.26,0.9670
REC_1187,2026-05-10T16:43:56.251885,3.66,20.13,23.79,0.9773
REC_1188,2026-05-10T16:43:56.298557,2.60,16.77,19.37,0.7883
REC_1189,2026-05-10T16:43:56.350544,3.03,17.48,20.50,0.9366
REC_1190,2026-05-10T16:43:56.400837,0.00,19.87,19.87,0.9881
REC_1191,2026-05-10T16:43:56.443417,0.00,11.88,11.88,0.9703
REC_1192,2026-05-10T16:43:56.497555,0.00,15.23,15.23,0.8365
REC_1193,2026-05-10T16:43:56.539319,0.00,6.13,6.13,0.9900
REC_1194,2026-05-10T16:43:56.602790,0.00,19.03,19.03,0.8365
REC_1195,2026-05-10T16:43:56.650605,0.00,15.78,15.78,0.9230
REC_1196,2026-05-10T16:43:56.698529,0.00,12.97,12.97,0.9378
REC_1197,2026-05-10T16:43:56.746728,0.00,9.99,10.00,0.8829
REC_1198,2026-05-10T16:43:56.794079,0.00,6.17,6.17,0.9539
REC_1199,2026-05-10T16:43:56.858350,0.00,15.79,19.72,0.9539
REC_1200,2026-05-10T16:43:56.905431,0.00,16.06,16.06,0.9991
REC_1201,2026-05-10T16:43:56.953755,0.00,13.21,13.21,0.9509
REC_1202,2026-05-10T16:43:57.001735,0.00,10.46,10.46,0.9967
REC_1203,2026-05-10T16:43:57.049915,0.00,7.88,7.88,0.9670
REC_1204,2026-05-10T16:43:57.097705,0.00,4.49,4.50,0.9920
REC_1205,2026-05-10T16:43:57.160904,1.01,15.84,16.84,0.7798
REC_1206,2026-05-10T16:43:57.208891,0.00,13.98,13.98,0.8272
REC_1207,2026-05-10T16:43:57.257632,0.00,12.27,12.27,0.8176
REC_1208,2026-05-10T16:43:57.306080,0.00,10.00,10.00,0.9998
REC_1209,2026-05-10T16:43:57.353508,0.00,6.10,6.10,0.8622
REC_1210,2026-05-10T16:43:57.416886,0.00,18.74,18.74,0.9648
REC_1211,2026-05-10T16:43:57.465211,0.00,16.00,16.00,0.9636
REC_1212,2026-05-10T16:43:57.513617,0.00,13.44,13.44,0.8211
REC_1213,2026-05-10T16:43:57.561490,0.00,10.66,10.66,0.9798
REC_1214,2026-05-10T16:43:57.644179,0.00,42.65,42.65,0.9914
REC_1215,2026-05-10T16:43:57.684094,4.11,27.54,31.65,0.9900
REC_1216,2026-05-10T16:43:57.741875,7.44,30.30,38.46,0.9924
REC_1217,2026-05-10T16:43:57.783750,2.37,26.77,29.75,0.9894
REC_1218,2026-05-10T16:43:57.811558,0.00,6.86,6.86,0.9991
REC_1219,2026-05-10T16:43:57.873000,1.75,15.79,17.53,0.5174
REC_1220,2026-05-10T16:43:57.955408,3.73,45.38,49.12,0.9791
REC_1221,2026-05-10T16:43:58.016443,11.58,47.95,59.53,0.9791
REC_1222,2026-05-10T16:43:58.055294,15.82,31.31,47.14,0.9791
REC_1224,2026-05-10T16:43:58.130208,3.01,17.71,20.73,0.9963
REC_1225,2026-05-10T16:43:58.187329,4.02,22.99,27.01,0.8667
REC_1226,2026-05-10T16:43:58.238247,3.52,22.88,26.91,0.9998
REC_1227,2026-05-10T16:43:58.283276,1.99,18.21,21.41,0.8285
REC_1228,2026-05-10T16:43:58.335201,2.35,20.46,22.81,0.9836
REC_1229,2026-05-10T16:43:58.387032,3.05,20.75,23.80,0.9956
REC_1230,2026-05-10T16:43:58.431076,0.00,16.87,16.87,0.8285
REC_1231,2026-05-10T16:43:58.474392,2.00,7.60,9.60,0.9349
REC_1232,2026-05-10T16:43:58.540438,0.00,20.55,24.77,0.7696
REC_1234,2026-05-10T16:43:58.651096,3.25,29.77,34.03,0.5326
REC_1235,2026-05-10T16:43:58.691780,3.01,20.16,24.17,0.7654
REC_1236,2026-05-10T16:43:58.741840,3.20,19.71,22.91,0.9966
REC_1237,2026-05-10T16:43:58.796203,0.00,26.56,26.56,0.9501
REC_1238,2026-05-10T16:43:58.845120,0.00,24.33,24.33,1.0000
REC_1239,2026-05-10T16:43:58.896625,0.00,24.75,24.75,0.7231
REC_1240,2026-05-10T16:43:58.949223,0.00,26.72,26.72,0.9393
REC_1241,2026-05-10T16:43:58.998986,3.14,22.35,25.49,0.9822
REC_1242,2026-05-10T16:43:59.046219,3.08,18.97,22.06,0.9822
REC_1243,2026-05-10T16:43:59.095141,3.01,17.17,20.17,0.7641
REC_1244,2026-05-10T16:43:59.156017,11.48,18.31,29.79,0.8572
REC_1245,2026-05-10T16:43:59.197763,2.01,17.00,20.01,0.9863
REC_1247,2026-05-10T16:43:59.300378,2.60,18.00,20.60,0.9420
REC_1248,2026-05-10T16:43:59.351343,2.60,17.74,20.34,0.9739
REC_1249,2026-05-10T16:43:59.400171,0.00,18.46,18.46,0.9946
REC_1250,2026-05-10T16:43:59.445649,0.00,13.16,13.16,0.9998
REC_1251,2026-05-10T16:43:59.506597,0.56,22.79,23.35,0.9946
REC_1252,2026-05-10T16:43:59.554009,2.01,17.04,20.05,0.9637
REC_1253,2026-05-10T16:43:59.604093,2.25,17.12,19.38,0.9997
REC_1254,2026-05-10T16:43:59.650211,0.00,14.82,14.82,0.9733
REC_1255,2026-05-10T16:43:59.695404,0.00,9.30,9.30,0.9736
REC_1256,2026-05-10T16:43:59.755706,2.05,17.00,19.05,0.9620
REC_1257,2026-05-10T16:43:59.815688,2.57,26.01,28.58,0.9502
REC_1258,2026-05-10T16:43:59.864938,0.00,27.18,27.18,0.9718
REC_1259,2026-05-10T16:43:59.923513,3.34,30.95,34.84,0.9928
REC_1260,2026-05-10T16:43:59.967535,4.70,22.96,28.22,0.9658
REC_1261,2026-05-10T16:44:00.022219,2.88,29.22,32.10,0.9954
REC_1262,2026-05-10T16:44:00.063905,2.25,19.63,23.04,0.9658
REC_1263,2026-05-10T16:44:00.111757,2.47,17.61,20.08,0.9658
REC_1264,2026-05-10T16:44:00.156228,0.00,13.66,13.66,0.9659
REC_1266,2026-05-10T16:44:00.258568,2.01,11.00,14.01,0.9967
REC_1267,2026-05-10T16:44:00.316674,1.83,19.86,21.69,0.9732
REC_1268,2026-05-10T16:44:00.356724,0.00,11.19,11.19,0.9967
REC_1269,2026-05-10T16:44:00.420670,0.00,24.44,24.44,0.9671
REC_1270,2026-05-10T16:44:00.474840,0.00,27.61,27.61,0.8734
REC_1271,2026-05-10T16:44:00.509562,1.88,9.63,11.50,0.9966
REC_1272,2026-05-10T16:44:00.557336,0.00,8.30,8.30,0.9813
REC_1273,2026-05-10T16:44:00.618357,2.63,15.69,18.31,0.9702
REC_1274,2026-05-10T16:44:00.672369,0.00,21.37,21.37,0.6584
REC_1275,2026-05-10T16:44:00.712434,2.60,8.00,10.60,0.9916
REC_1276,2026-05-10T16:44:00.760812,0.00,8.06,8.06,0.9820
REC_1277,2026-05-10T16:44:00.822387,2.06,15.83,18.88,0.9698
REC_1278,2026-05-10T16:44:00.870055,0.00,15.86,15.86,0.9698
REC_1279,2026-05-10T16:44:00.914954,2.68,7.00,9.67,1.0000
REC_1280,2026-05-10T16:44:00.962753,0.00,6.35,6.36,1.0000
REC_1282,2026-05-10T16:44:01.071706,0.00,13.30,13.30,0.9414
REC_1283,2026-05-10T16:44:01.130045,0.00,20.38,20.38,0.9813
REC_1284,2026-05-10T16:44:01.167670,0.00,7.09,7.09,0.8299
REC_1285,2026-05-10T16:44:01.231023,2.23,16.18,19.41,0.9990
REC_1286,2026-05-10T16:44:01.275353,0.00,12.65,12.65,0.9692
REC_1288,2026-05-10T16:44:01.384101,3.72,15.92,19.64,0.9840
REC_1289,2026-05-10T16:44:01.431097,1.29,14.45,15.74,0.9888
REC_1290,2026-05-10T16:44:01.478469,0.00,12.16,12.16,0.6401
REC_1291,2026-05-10T16:44:01.526281,0.00,9.33,9.32,0.7679
REC_1292,2026-05-10T16:44:01.572755,3.29,1.82,5.11,0.7129
REC_1293,2026-05-10T16:44:01.641871,1.05,22.41,23.46,0.6422
REC_1294,2026-05-10T16:44:01.690472,2.28,18.29,21.57,0.5076
REC_1295,2026-05-10T16:44:01.739377,0.00,19.53,19.53,0.9868
REC_1296,2026-05-10T16:44:01.792665,0.00,21.63,21.63,0.9948
REC_1297,2026-05-10T16:44:01.843334,2.69,18.44,21.13,0.9262
REC_1298,2026-05-10T16:44:01.898039,11.11,13.82,24.93,0.9240
REC_1299,2026-05-10T16:44:01.943860,3.05,16.76,19.81,0.7089
REC_1300,2026-05-10T16:44:01.994706,2.77,17.00,19.77,0.9944
REC_1301,2026-05-10T16:44:02.049554,2.22,20.15,23.32,0.9944
REC_1302,2026-05-10T16:44:02.102522,2.56,22.00,25.56,0.9964
REC_1303,2026-05-10T16:44:02.163289,3.16,32.29,35.45,1.0000
REC_1304,2026-05-10T16:44:02.203548,2.88,21.35,24.79,0.9944
REC_1306,2026-05-10T16:44:02.300120,0.00,20.14,20.14,0.9897
REC_1307,2026-05-10T16:44:02.345120,0.00,14.26,14.26,0.9808
REC_1308,2026-05-10T16:44:02.400598,0.00,18.96,18.96,0.9678
REC_1309,2026-05-10T16:44:02.440503,0.00,8.44,8.44,0.9327
REC_1310,2026-05-10T16:44:02.493001,0.00,10.06,10.06,0.9964
REC_1311,2026-05-10T16:44:02.565656,2.52,29.71,32.22,0.9874
REC_1312,2026-05-10T16:44:02.614044,0.00,29.95,29.95,0.7238
REC_1313,2026-05-10T16:44:02.659530,0.00,24.72,24.72,0.9923
REC_1314,2026-05-10T16:44:02.708655,0.00,23.12,23.12,0.9923
REC_1315,2026-05-10T16:44:02.758552,3.01,18.96,21.96,0.9998
REC_1316,2026-05-10T16:44:02.809546,0.00,18.69,21.68,0.6461
REC_1317,2026-05-10T16:44:02.859682,3.12,17.74,20.86,0.7892
REC_1318,2026-05-10T16:44:02.910696,3.11,16.60,20.71,0.9921
REC_1319,2026-05-10T16:44:02.961463,2.16,17.46,20.62,0.9810
REC_1320,2026-05-10T16:44:03.014508,2.19,20.76,22.95,0.9976
REC_1321,2026-05-10T16:44:03.062441,2.05,17.00,20.05,0.9473
REC_1322,2026-05-10T16:44:03.114398,3.05,17.95,20.99,0.9196
REC_1323,2026-05-10T16:44:03.163965,2.56,17.30,19.87,0.7488
REC_1324,2026-05-10T16:44:03.213320,2.40,16.21,18.61,0.9558
REC_1325,2026-05-10T16:44:03.272090,4.16,22.00,26.16,0.9762
REC_1327,2026-05-10T16:44:03.367319,2.05,17.10,20.15,0.9733
REC_1328,2026-05-10T16:44:03.420288,3.01,19.54,22.55,0.9963
REC_1329,2026-05-10T16:44:03.477865,2.56,26.41,28.97,0.9800
REC_1330,2026-05-10T16:44:03.535625,3.51,32.63,36.14,0.8667
REC_1331,2026-05-10T16:44:03.570057,2.01,16.41,19.48,0.9711
REC_1332,2026-05-10T16:44:03.624674,3.05,20.62,23.67,0.8667
REC_1333,2026-05-10T16:44:03.672969,2.01,17.70,20.71,0.9711
REC_1334,2026-05-10T16:44:03.723110,2.01,16.94,19.99,0.8667
REC_1335,2026-05-10T16:44:03.773718,3.01,17.00,20.01,0.9711
REC_1336,2026-05-10T16:44:03.828071,2.55,20.01,23.56,0.7450
REC_1337,2026-05-10T16:44:03.874494,2.88,16.71,19.60,0.9843
REC_1338,2026-05-10T16:44:03.926399,4.03,16.59,20.61,0.9802
REC_1339,2026-05-10T16:44:03.976531,2.40,17.58,19.98,0.9900
REC_1340,2026-05-10T16:44:04.026445,2.05,15.71,18.76,0.9732
REC_1341,2026-05-10T16:44:04.079748,0.00,21.35,21.35,0.8919
REC_1342,2026-05-10T16:44:04.135359,0.00,25.71,25.71,0.9204
REC_1343,2026-05-10T16:44:04.179649,0.00,19.20,19.20,0.8854
REC_1344,2026-05-10T16:44:04.227506,0.00,16.47,16.47,0.9371
REC_1345,2026-05-10T16:44:04.279683,2.01,14.55,17.56,0.9971
REC_1346,2026-05-10T16:44:04.346314,0.52,32.99,33.50,0.9971
REC_1347,2026-05-10T16:44:04.392633,2.01,26.15,29.16,0.7844
REC_1348,2026-05-10T16:44:04.450362,3.53,31.76,35.92,0.9394
REC_1349,2026-05-10T16:44:04.488177,2.51,20.50,23.02,0.8918
REC_1350,2026-05-10T16:44:04.542224,2.91,22.65,26.13,0.9841
REC_1351,2026-05-10T16:44:04.585548,2.01,16.28,18.29,0.7957
REC_1352,2026-05-10T16:44:04.637656,0.00,19.63,19.63,0.9867
REC_1353,2026-05-10T16:44:04.687170,2.25,16.18,18.42,1.0000
REC_1354,2026-05-10T16:44:04.728107,0.00,8.03,8.03,0.9879
REC_1355,2026-05-10T16:44:04.789969,0.00,19.02,19.02,0.9509
REC_1356,2026-05-10T16:44:04.826866,0.00,5.12,5.12,0.9919
REC_1357,2026-05-10T16:44:04.890941,2.78,15.69,18.48,1.0000
REC_1358,2026-05-10T16:44:04.944256,0.00,19.75,19.75,0.9957
REC_1359,2026-05-10T16:44:04.994883,0.00,19.78,19.78,0.9919
REC_1360,2026-05-10T16:44:05.044541,0.00,18.62,18.62,0.9840
REC_1361,2026-05-10T16:44:05.090045,0.00,12.94,12.94,0.9867
REC_1363,2026-05-10T16:44:05.182250,0.00,3.59,3.59,0.9920
REC_1364,2026-05-10T16:44:05.248999,3.29,16.56,19.85,0.9444
REC_1365,2026-05-10T16:44:05.300455,0.00,19.95,19.95,0.8362
REC_1366,2026-05-10T16:44:05.344499,0.00,13.14,13.14,0.9966
REC_1367,2026-05-10T16:44:05.402457,0.00,20.14,20.14,0.9966
REC_1368,2026-05-10T16:44:05.453049,1.56,18.10,19.66,0.9729
REC_1369,2026-05-10T16:44:05.505281,0.00,21.23,21.23,0.9889
REC_1370,2026-05-10T16:44:05.559799,3.03,22.10,25.13,0.9926
REC_1371,2026-05-10T16:44:05.607240,2.89,17.67,21.58,0.7507
REC_1372,2026-05-10T16:44:05.658076,3.53,17.56,21.09,0.9587
REC_1373,2026-05-10T16:44:05.709101,3.31,17.36,20.67,0.9921
REC_1374,2026-05-10T16:44:05.760405,2.01,18.63,20.64,0.9741
REC_1375,2026-05-10T16:44:05.812286,3.01,18.27,21.28,0.9933
REC_1376,2026-05-10T16:44:05.861347,2.01,17.48,19.49,0.7115
REC_1377,2026-05-10T16:44:05.913017,2.01,17.12,20.17,0.9652
REC_1378,2026-05-10T16:44:05.953022,2.06,7.27,9.33,0.9914
REC_1379,2026-05-10T16:44:06.004705,2.36,8.00,10.36,0.9905
REC_1380,2026-05-10T16:44:06.068732,0.58,22.84,23.42,0.7308
REC_1381,2026-05-10T16:44:06.114249,0.00,17.95,17.95,0.9966
REC_1383,2026-05-10T16:44:06.215912,2.23,16.21,18.45,0.9501
REC_1384,2026-05-10T16:44:06.259703,0.00,10.94,10.94,0.9000
REC_1385,2026-05-10T16:44:06.321315,3.01,17.96,22.00,0.9976
REC_1386,2026-05-10T16:44:06.368261,2.56,15.77,18.32,0.9498
REC_1387,2026-05-10T16:44:06.415605,0.00,14.75,14.75,0.9165
REC_1388,2026-05-10T16:44:06.473118,2.95,18.60,21.55,0.8532
REC_1389,2026-05-10T16:44:06.524175,3.20,18.66,21.86,0.8246
REC_1390,2026-05-10T16:44:06.573133,3.15,16.71,19.86,0.8464
REC_1391,2026-05-10T16:44:06.631161,4.29,22.84,27.13,0.9942
REC_1392,2026-05-10T16:44:06.696099,4.47,36.44,40.91,0.9770
REC_1393,2026-05-10T16:44:06.739746,4.31,28.98,33.81,0.8245
REC_1394,2026-05-10T16:44:06.784119,4.85,22.40,27.26,0.9775
REC_1395,2026-05-10T16:44:06.837548,2.78,26.50,29.82,0.8594
REC_1396,2026-05-10T16:44:06.909782,9.50,41.32,51.53,0.8665
REC_1397,2026-05-10T16:44:06.929004,3.10,16.12,19.22,0.9571
REC_1398,2026-05-10T16:44:07.000656,6.02,33.86,39.88,0.9940
REC_1399,2026-05-10T16:44:07.031994,2.60,17.83,20.42,0.9222
REC_1400,2026-05-10T16:44:07.102872,8.17,32.15,40.32,0.9901
REC_1401,2026-05-10T16:44:07.132719,0.00,18.61,18.61,0.9635
REC_1402,2026-05-10T16:44:07.185456,1.51,18.95,20.45,0.9100
REC_1403,2026-05-10T16:44:07.229040,0.00,13.28,13.28,0.7414
REC_1404,2026-05-10T16:44:07.289244,0.00,22.56,22.56,0.9959
REC_1405,2026-05-10T16:44:07.350125,9.12,23.41,32.53,0.9591
REC_1406,2026-05-10T16:44:07.388100,0.00,19.21,19.21,0.9761
REC_1407,2026-05-10T16:44:07.431052,0.00,11.25,11.25,0.9949
REC_1408,2026-05-10T16:44:07.479228,0.00,8.16,8.16,0.9815
REC_1409,2026-05-10T16:44:07.539535,2.01,14.75,17.76,0.5838
REC_1410,2026-05-10T16:44:07.591027,0.51,18.25,18.76,0.9998
REC_1411,2026-05-10T16:44:07.655456,4.55,26.69,32.27,0.9239
REC_1412,2026-05-10T16:44:07.703500,2.30,27.12,29.43,0.7680
REC_1413,2026-05-10T16:44:07.758067,0.00,33.04,33.04,0.6787
REC_1414,2026-05-10T16:44:07.798080,2.52,18.86,22.38,0.6914
REC_1417,2026-05-10T16:44:07.950438,2.51,19.69,22.20,0.9967
REC_1418,2026-05-10T16:44:08.000648,2.51,18.98,21.49,0.7318
REC_1419,2026-05-10T16:44:08.068299,6.96,31.58,38.54,0.9689
